"Localidade","IBGE","nota_2015","meta_2015"
"Nova Fátima",4117008,6.1,5.8
"Nova Laranjeiras",4117057,5.2,5.6
"Nova Londrina",4117107,7.4,5.9
"Nova Olímpia",4117206,6.3,5.6
"Nova Santa Bárbara",4117214,4.9,4.9
"Nova Santa Rosa",4117222,6.4,5.7
"Nova Prata do Iguaçu",4117255,5.9,5.8
"Nova Tebas",4117271,6.1,5.2
"Novo Itacolomi",4117297,6.3,5.5
"Ortigueira",4117305,5.1,4.8
"Ourizona",4117404,5.2,5.5
"Ouro Verde do Oeste",4117453,6.1,5.6
"Paiçandu",4117503,6.3,5.4
"Palmas",4117602,4.8,4.7
"Palmeira",4117701,5.9,5.9
"Palmital",4117800,5.5,4.9
"Palotina",4117909,6,5.8
"Paraíso do Norte",4118006,5.3,5.5
"Paranacity",4118105,5.3,5.2
"Paranaguá",4118204,5.5,5.4
"Paranapoema",4118303,5.2,5.2
"Paranavaí",4118402,6.7,5.6
"Pato Bragado",4118451,5.9,5.9
"Pato Branco",4118501,7.1,5.9
"Paula Freitas",4118600,5.6,5.8
"Paulo Frontin",4118709,6.3,6
"Peabiru",4118808,7.2,4.8
"Perobal",4118857,6.2,5.9
"Pérola",4118907,6.5,5.6
"Pérola d'Oeste",4119004,6.1,5.9
"Piên",4119103,6.3,5.5
"Pinhais",4119152,5.9,6.3
"Pinhalão",4119202,5.9,5.7
"Pinhal de São Bento",4119251,0,5.3
"Pinhão",4119301,4.7,5
"Piraí do Sul",4119400,5.3,5.4
"Piraquara",4119509,5.2,5.3
"Pitanga",4119608,5.9,5.3
"Pitangueiras",4119657,7.1,5.6
"Planaltina do Paraná",4119707,5.2,5.1
"Planalto",4119806,7,6.1
"Ponta Grossa",4119905,5.8,6
"Pontal do Paraná",4119954,5.8,5.3
"Porecatu",4120002,6.5,5.6
"Porto Amazonas",4120101,5.2,5.7
"Porto Barreiro",4120150,5.8,5.6
"Porto Rico",4120200,4.7,4.9
"Porto Vitória",4120309,5.9,6
"Prado Ferreira",4120333,5.6,4.8
"Pranchita",4120358,5.8,5.8
"Presidente Castelo Branco",4120408,6.2,5.3
"Primeiro de Maio",4120507,5.7,5.8
"Prudentópolis",4120606,6.2,5.8
"Quarto Centenário",4120655,6.1,5
"Quatiguá",4120705,7,5.8
"Quatro Barras",4120804,5.8,5.7
"Quatro Pontes",4120853,6.5,6.1
"Quedas do Iguaçu",4120903,5.8,5.6
"Querência do Norte",4121000,5.2,5.1
"Quinta do Sol",4121109,6.2,5.4
"Quitandinha",4121208,6.4,5.6
"Ramilândia",4121257,5.4,4.9
"Rancho Alegre",4121307,5.5,5.6
"Rancho Alegre d'Oeste",4121356,5.2,5.4
"Realeza",4121406,6.9,6.2
"Rebouças",4121505,5.8,5.8
"Renascença",4121604,6.4,5.7
"Reserva",4121703,5.5,5.1
"Reserva do Iguaçu",4121752,5.1,4.2
"Ribeirão Claro",4121802,6.8,5.7
"Ribeirão do Pinhal",4121901,5.8,5.6
"Rio Azul",4122008,5.6,5.7
"Rio Bom",4122107,6.2,5.7
"Rio Bonito do Iguaçu",4122156,5.2,5.9
"Rio Branco do Ivaí",4122172,6.8,5.1
"Rio Branco do Sul",4122206,5.1,5
"Rio Negro",4122305,7.2,5.8
"Rolândia",4122404,6.4,6
"Roncador",4122503,5.9,5.1
"Rondon",4122602,6.4,6
"Rosário do Ivaí",4122651,5.8,5.4
"Sabáudia",4122701,5.7,6
"Salgado Filho",4122800,6.9,5.6
"Salto do Itararé",4122909,5.6,5.5
"Salto do Lontra",4123006,6.4,5.3
"Santa Amélia",4123105,5.3,4.7
"Santa Cecília do Pavão",4123204,4.7,5.4
"Santa Cruz de Monte Castelo",4123303,5.3,5.3
"Santa Fé",4123402,6.3,5.7
"Santa Helena",4123501,6.6,5.9
"Santa Inês",4123600,5.8,5.4
"Santa Isabel do Ivaí",4123709,5.8,5.5
"Santa Izabel do Oeste",4123808,7,6.3
"Santa Lúcia",4123824,5.6,5.2
"Santa Maria do Oeste",4123857,4.8,4.7
"Santa Mariana",4123907,5.2,5.3
"Santa Mônica",4123956,4.9,5.8
"Santana do Itararé",4124004,5.4,4.3
"Santa Tereza do Oeste",4124020,5.8,5.6
"Santa Terezinha de Itaipu",4124053,6.7,5.8
"Santo Antônio da Platina",4124103,6,5.4
"Santo Antônio do Caiuá",4124202,5.6,5.3
"Santo Antônio do Paraíso",4124301,5.4,6.3
"Santo Antônio do Sudoeste",4124400,6.1,5.6
"Santo Inácio",4124509,6,4.6
"São Carlos do Ivaí",4124608,5.6,5
"São Jerônimo da Serra",4124707,4.6,4.7
"São João",4124806,6.9,6.2
"São João do Caiuá",4124905,5.6,4.6
"São João do Ivaí",4125001,6.1,5.2
"São João do Triunfo",4125100,5.4,5.3
"São Jorge d'Oeste",4125209,6.7,6.3
"São Jorge do Ivaí",4125308,6.3,5.9
"São Jorge do Patrocínio",4125357,6,5.9
"São José da Boa Vista",4125407,0,5.7
"São José das Palmeiras",4125456,5.6,5.5
"São José dos Pinhais",4125506,5.6,5.6
"São Manoel do Paraná",4125555,6.5,5.9
"São Mateus do Sul",4125605,6.2,6
"São Miguel do Iguaçu",4125704,6.1,5.9
"São Pedro do Iguaçu",4125753,5.9,5.2
"São Pedro do Ivaí",4125803,5.8,5.5
"São Pedro do Paraná",4125902,0,5.2
"São Sebastião da Amoreira",4126009,6.1,5.4
"São Tomé",4126108,6.4,6.1
"Sapopema",4126207,4.7,5.2
"Sarandi",4126256,5.6,5.6
"Saudade do Iguaçu",4126272,6.2,5.6
"Sengés",4126306,6.5,5.3
"Serranópolis do Iguaçu",4126355,8.1,6.6
"Sertaneja",4126405,7.8,5.5
"Sertanópolis",4126504,6.4,5.8
"Siqueira Campos",4126603,6.6,5.5
"Sulina",4126652,6,5.6
"Tamarana",4126678,5.4,5.1
"Tamboara",4126702,6.1,5.8
"Tapejara",4126801,5.9,5.6
"Tapira",4126900,6.2,4.9
"Teixeira Soares",4127007,5.9,5.6
"Telêmaco Borba",4127106,6,5.5
"Terra Boa",4127205,6.4,5.8
"Terra Rica",4127304,5.4,5.3
"Terra Roxa",4127403,5.3,5.4
"Tibagi",4127502,5.3,5.3
"Tijucas do Sul",4127601,5.8,5.6
"Toledo",4127700,6.7,6.1
"Tomazina",4127809,5.3,5.4
"Três Barras do Paraná",4127858,6.2,5.8
"Tunas do Paraná",4127882,4.4,4.2
"Tuneiras do Oeste",4127908,5.3,5.4
"Tupãssi",4127957,6.6,6.9
"Turvo",4127965,6,5
"Ubiratã",4128005,6.3,5.7
"Umuarama",4128104,6,5.9
"União da Vitória",4128203,6,5.4
"Uniflor",4128302,5.4,4.9
"Uraí",4128401,5.9,5.8
"Wenceslau Braz",4128500,5.6,5.8
"Ventania",4128534,4.9,4.8
"Vera Cruz do Oeste",4128559,6.3,5.4
"Verê",4128609,6.5,6.1
"Alto Paraíso",4128625,6.2,5.4
"Doutor Ulysses",4128633,4.8,4.4
"Virmond",4128658,5.7,6
"Vitorino",4128708,7.1,5.6
"Xambrê",4128807,5.6,5.6
"Abdon Batista",4200051,6.5,5.9
"Abelardo Luz",4200101,5.8,5.5
"Agrolândia",4200200,6.2,5.4
"Agronômica",4200309,5.7,6.1
"Água Doce",4200408,6.2,5.6
"Águas de Chapecó",4200507,6.2,6
"Águas Frias",4200556,0,5.8
"Águas Mornas",4200606,6.9,6.7
"Alfredo Wagner",4200705,6.1,5.8
"Alto Bela Vista",4200754,0,6.1
"Anchieta",4200804,6.8,6
"Angelina",4200903,7,6.2
"Anita Garibaldi",4201000,5.7,5.1
"Anitápolis",4201109,5.8,5.4
"Antônio Carlos",4201208,7.2,6.8
"Apiúna",4201257,5.9,5.6
"Arabutã",4201273,7.5,5.9
"Araquari",4201307,5.9,5.1
"Araranguá",4201406,5.8,5.7
"Armazém",4201505,6.1,5.6
"Arroio Trinta",4201604,7,5.9
"Arvoredo",4201653,5.8,5.9
"Ascurra",4201703,6,5.9
"Atalanta",4201802,6.8,5.8
"Aurora",4201901,6.5,5.7
"Balneário Arroio do Silva",4201950,5.4,5.4
"Balneário Camboriú",4202008,6.3,6
"Balneário Barra do Sul",4202057,5.9,5.5
"Balneário Gaivota",4202073,5.6,5.3
"Bandeirante",4202081,0,5.2
"Barra Velha",4202107,5.7,5.4
"Bela Vista do Toldo",4202131,0,5.6
"Belmonte",4202156,6.3,5.7
"Benedito Novo",4202206,6.1,5.4
"Biguaçu",4202305,5.5,5.5
"Blumenau",4202404,6.3,5.8
"Bocaina do Sul",4202438,5.4,5.4
"Bombinhas",4202453,6.3,5.9
"Bom Jardim da Serra",4202503,4.6,5
"Bom Jesus",4202537,6.1,5.3
"Bom Jesus do Oeste",4202578,6,5.8
"Bom Retiro",4202602,5.1,5.1
"Botuverá",4202701,6.2,6.3
"Braço do Norte",4202800,5.9,5.5
"Braço do Trombudo",4202859,7,6.2
"Brunópolis",4202875,5.7,5.5
"Brusque",4202909,6.1,6.1
"Caçador",4203006,5.6,5.3
"Caibi",4203105,7,5.7
"Calmon",4203154,5.4,4.8
"Camboriú",4203204,5.2,5.2
"Capão Alto",4203253,5.4,4.9
"Campo Alegre",4203303,6.1,5.6
"Campo Belo do Sul",4203402,5.3,5
"Campo Erê",4203501,6.3,5.5
"Campos Novos",4203600,5.7,5.4
"Canelinha",4203709,6.8,5.8
"Canoinhas",4203808,6.4,5.8
"Capinzal",4203907,6.5,5.7
"Capivari de Baixo",4203956,5.8,5.4
"Catanduvas",4204004,5.9,5.3
"Caxambu do Sul",4204103,5.3,5
"Celso Ramos",4204152,6.5,6.1
"Cerro Negro",4204178,5.1,4.4
"Chapadão do Lageado",4204194,5.7,5.4
"Chapecó",4204202,6.4,5.9
"Cocal do Sul",4204251,6.4,5.8
"Concórdia",4204301,6.7,6.1
"Cordilheira Alta",4204350,0,6
"Coronel Freitas",4204400,6.8,5.5
"Coronel Martins",4204459,6.4,4.8
"Corupá",4204509,6.6,5.8
"Correia Pinto",4204558,5,5.1
"Criciúma",4204608,6,5.7
"Cunha Porã",4204707,6.3,5.9
"Cunhataí",4204756,0,5.6
"Curitibanos",4204806,5.6,5.3
"Descanso",4204905,6.4,6
"Dionísio Cerqueira",4205001,5.8,5.3
"Dona Emma",4205100,7.2,5.9
"Doutor Pedrinho",4205159,6.4,5.3
"Entre Rios",4205175,5.3,4.9
"Ermo",4205191,5.9,6.6
"Erval Velho",4205209,6.9,5.4
"Faxinal dos Guedes",4205308,6.3,5.9
"Flor do Sertão",4205357,5.7,5.7
"Florianópolis",4205407,5.7,5.3
"Formosa do Sul",4205431,0,5
"Forquilhinha",4205456,6.5,5.7
"Fraiburgo",4205506,6.3,5.1
"Frei Rogério",4205555,6.8,5.2
"Galvão",4205605,5.1,4.8
"Garopaba",4205704,6.7,5.2
"Garuva",4205803,5.7,5.4
"Gaspar",4205902,6.2,5.6
"Governador Celso Ramos",4206009,6.3,5.6
"Grão Pará",4206108,5.9,5.4
"Gravatal",4206207,6,5.5
"Guabiruba",4206306,6.4,6.3
"Guaraciaba",4206405,6.6,6.6
"Guaramirim",4206504,6.1,6.3
"Guarujá do Sul",4206603,6.4,6.1
"Guatambú",4206652,6,5.6
"Herval d'Oeste",4206702,6.1,5.5
"Ibiam",4206751,0,6
"Ibicaré",4206801,6.5,4.9
"Ibirama",4206900,5.9,5.5
"Içara",4207007,6.1,5.4
"Ilhota",4207106,5.7,5.4
"Imaruí",4207205,5.9,5.3
"Imbituba",4207304,5.9,5.6
"Imbuia",4207403,6.2,5.5
"Indaial",4207502,6.4,6
"Iomerê",4207577,6.6,6.3
"Ipira",4207601,7.1,5.5
"Iporã do Oeste",4207650,7.6,6
"Ipuaçu",4207684,6.3,6.6
"Ipumirim",4207700,6.1,5.5
"Iraceminha",4207759,6.6,5.8
"Irani",4207809,6.4,5.5
"Irati",4207858,0,5.1
"Irineópolis",4207908,6.7,5.6
"Itá",4208005,6.5,6.2
"Itaiópolis",4208104,5.6,5.2
"Itajaí",4208203,6.3,5.7
"Itapema",4208302,6.4,5.6
"Itapiranga",4208401,6.9,6.4
"Itapoá",4208450,5.9,5.3
"Ituporanga",4208500,6.3,5.7
"Jaborá",4208609,6.4,5.7
"Jacinto Machado",4208708,6,5.5
"Jaguaruna",4208807,5.8,5.1
"Jaraguá do Sul",4208906,6.8,6.2
"Jardinópolis",4208955,0,5.2
"Joaçaba",4209003,6.1,6
"Joinville",4209102,6.9,6.1
"José Boiteux",4209151,5.9,5.2
"Jupiá",4209177,6,5.1
"Lacerdópolis",4209201,5.8,7.1
"Lages",4209300,5.3,5.3
"Laguna",4209409,5.9,5.4
"Lajeado Grande",4209458,0,5.7
"Laurentino",4209508,6.5,6.1
"Lauro Muller",4209607,6.2,5.6
"Lebon Régis",4209706,5.2,4.4
"Leoberto Leal",4209805,6.2,5.8
"Lindóia do Sul",4209854,7.3,5
"Lontras",4209904,5.9,5.6
"Luiz Alves",4210001,6.8,6.1
"Luzerna",4210035,7.4,6.2
"Macieira",4210050,6.4,5.6
"Mafra",4210100,6,5.9
"Major Gercino",4210209,6.2,5.6
"Major Vieira",4210308,5.8,5.3
"Maracajá",4210407,5.5,5.1
"Maravilha",4210506,6.5,5.6
"Marema",4210555,6.8,4.5
"Massaranduba",4210605,6.7,6
"Matos Costa",4210704,5.3,5
"Meleiro",4210803,6.1,6.5
"Mirim Doce",4210852,0,5.7
"Modelo",4210902,6.6,5.9
"Mondaí",4211009,6.6,5.5
"Monte Carlo",4211058,5.4,4.8
"Monte Castelo",4211108,5.7,5
"Morro da Fumaça",4211207,6.1,5.7
"Morro Grande",4211256,0,6.4
"Navegantes",4211306,6.2,5.1
"Nova Erechim",4211405,6.7,6
"Nova Itaberaba",4211454,5.9,5.7
"Nova Trento",4211504,6.4,6
"Nova Veneza",4211603,6.8,5.5
"Novo Horizonte",4211652,7.3,5.3
"Orleans",4211702,5.8,5.9
"Otacílio Costa",4211751,5.5,5.2
"Ouro",4211801,6.6,5.9
"Ouro Verde",4211850,5.5,5
"Paial",4211876,6.8,6.5
"Painel",4211892,0,4.8
"Palhoça",4211900,5.3,5.4
"Palma Sola",4212007,6.1,6
"Palmeira",4212056,6.8,4.9
"Palmitos",4212106,6.4,5.8
"Papanduva",4212205,6.5,4.9
"Paraíso",4212239,0,5.5
"Passo de Torres",4212254,5.1,5.3
"Passos Maia",4212270,5.7,5.4
"Paulo Lopes",4212304,5.4,5.3
"Pedras Grandes",4212403,0,5.7
"Penha",4212502,6.1,5.3
"Peritiba",4212601,7.2,5.1
"Petrolândia",4212700,6.2,5.8
"Balneário Piçarras",4212809,6,5.1
"Pinhalzinho",4212908,6.2,5.9
"Pinheiro Preto",4213005,6.3,5.2
"Piratuba",4213104,7.3,5.4
"Planalto Alegre",4213153,6.5,6.3
"Pomerode",4213203,6.4,6
"Ponte Alta",4213302,5.3,5.1
"Ponte Alta do Norte",4213351,5.9,4.8
"Ponte Serrada",4213401,5.7,5.2
"Porto Belo",4213500,6.1,5.8
"Porto União",4213609,5.7,5.4
"Pouso Redondo",4213708,5.8,5.6
"Praia Grande",4213807,6.2,5.4
"Presidente Castello Branco",4213906,0,6.5
"Presidente Getúlio",4214003,6,5.5
"Presidente Nereu",4214102,5.9,5.9
"Princesa",4214151,5.8,5.1
"Quilombo",4214201,6.6,5.6
"Rancho Queimado",4214300,6.1,5.6
"Rio das Antas",4214409,6.7,5.6
"Rio do Campo",4214508,6.1,5.3
"Rio do Oeste",4214607,6.2,5.6
"Rio dos Cedros",4214706,0,5.8
"Rio do Sul",4214805,5.7,5.8
"Rio Fortuna",4214904,5.9,5.7
"Rio Negrinho",4215000,5.9,5.7
"Rio Rufino",4215059,0,5.4
"Riqueza",4215075,6.8,5.8
"Rodeio",4215109,6.3,5.9
"Romelândia",4215208,6,5.6
"Salete",4215307,6.7,5.1
"Saltinho",4215356,6.4,5.4
"Salto Veloso",4215406,6.8,5.6
"Sangão",4215455,5.7,4.9
"Santa Cecília",4215505,5.8,4.7
"Santa Helena",4215554,6,5.4
"Santa Rosa de Lima",4215604,0,5.7
"Santa Rosa do Sul",4215653,6.2,4.8
"Santa Terezinha",4215679,6.4,5
"Santa Terezinha do Progresso",4215687,6.4,5.1
"Santiago do Sul",4215695,0,5.7
"Santo Amaro da Imperatriz",4215703,5.9,5.9
"São Bernardino",4215752,6.4,4.9
"São Bento do Sul",4215802,6.5,5.6
"São Bonifácio",4215901,6.7,5.6
"São Carlos",4216008,5.9,5.6
"São Cristovão do Sul",4216057,5.6,4.9
"São Domingos",4216107,6.7,5.7
"São Francisco do Sul",4216206,5.5,5.5
"São João do Oeste",4216255,7.3,5.9
"São João Batista",4216305,6.2,6
"São João do Itaperiú",4216354,5.5,5.6
"São João do Sul",4216404,5.6,5.1
"São Joaquim",4216503,5.2,5
"São José",4216602,5.9,5.3
"São José do Cedro",4216701,6.7,6.1
"São José do Cerrito",4216800,5.1,5.7
"São Lourenço do Oeste",4216909,6.4,5.3
"São Ludgero",4217006,6.4,5.4
"São Martinho",4217105,6.2,5.3
"São Miguel da Boa Vista",4217154,6.1,5.5
"São Miguel do Oeste",4217204,6.5,5.9
"São Pedro de Alcântara",4217253,6.7,6.2
"Saudades",4217303,6.4,5.9
"Schroeder",4217402,6.1,5.9
"Seara",4217501,6.2,6.1
"Serra Alta",4217550,6.5,5.5
"Siderópolis",4217600,5.9,5.7
"Sombrio",4217709,5.7,5.8
"Sul Brasil",4217758,0,5.7
"Taió",4217808,5.9,5.6
"Tangará",4217907,6.8,5.6
"Tigrinhos",4217956,5.3,5.1
"Tijucas",4218004,5.9,5.6
"Timbé do Sul",4218103,6.1,6.2
"Timbó",4218202,6.7,6.2
"Timbó Grande",4218251,5.7,5.4
"Três Barras",4218301,5.2,5.2
"Treviso",4218350,5.8,5.9
"Treze de Maio",4218400,6,5.9
"Treze Tílias",4218509,7.1,5.9
"Trombudo Central",4218608,6.4,5.7
"Tubarão",4218707,5.9,5.8
"Tunápolis",4218756,7.2,6
"Turvo",4218806,6.7,6.1
"União do Oeste",4218855,0,6.4
"Urubici",4218905,5.8,4.9
"Urupema",4218954,5.4,5.3
"Urussanga",4219002,6.2,5.9
"Vargeão",4219101,6.4,6.6
"Vargem",4219150,5.4,4.9
"Vargem Bonita",4219176,5.7,5
"Vidal Ramos",4219200,6,5.1
"Videira",4219309,6.2,5.7
"Vitor Meireles",4219358,5.5,6.3
"Witmarsum",4219408,6.6,6.4
"Xanxerê",4219507,6,5.8
"Xavantina",4219606,6.8,6.5
"Xaxim",4219705,6.3,5.8
"Zortéa",4219853,6.3,5.5
"Balneário Rincão",4220000,5.6,5.2
"Aceguá",4300034,5.6,5.5
"Água Santa",4300059,5.8,5.9
"Agudo",4300109,5.9,5.5
"Ajuricaba",4300208,6.2,6.1
"Alecrim",4300307,6.3,6.3
"Alegrete",4300406,5.4,4.9
"Alegria",4300455,5.6,4.9
"Alpestre",4300505,7.4,5.9
"Alto Feliz",4300570,5.5,6.5
"Alvorada",4300604,4.8,5.3
"Amaral Ferrador",4300638,4.3,4.7
"Ametista do Sul",4300646,5.6,5.1
"André da Rocha",4300661,0,5.4
"Anta Gorda",4300703,6.6,6.8
"Antônio Prado",4300802,5.9,6.4
"Arambaré",4300851,0,5.6
"Araricá",4300877,5.8,5.3
"Aratiba",4300901,7.7,6.5
"Arroio do Meio",4301008,6.4,6.2
"Arroio do Sal",4301057,5.9,6.2
"Arroio do Padre",4301073,5,5.3
"Arroio dos Ratos",4301107,5,5.6
"Arroio do Tigre",4301206,5.7,5.2
"Arroio Grande",4301305,5,5.1
"Arvorezinha",4301404,6.3,5.3
"Augusto Pestana",4301503,6.7,6.5
"Áurea",4301552,0,5.7
"Bagé",4301602,5.1,4.9
"Balneário Pinhal",4301636,4.6,5.3
"Barão",4301651,6.3,6
"Barão de Cotegipe",4301701,5.1,5.2
"Barão do Triunfo",4301750,0,4.9
"Barracão",4301800,6.1,5.4
"Barra do Guarita",4301859,5.4,4.8
"Barra do Quaraí",4301875,5.4,5
"Barra do Ribeiro",4301909,4.7,5.4
"Barra do Rio Azul",4301925,0,6.7
"Barra Funda",4301958,0,6.3
"Barros Cassal",4302006,5.5,5.6
"Benjamin Constant do Sul",4302055,0,4.9
"Bento Gonçalves",4302105,6.2,5.9
"Boa Vista das Missões",4302154,0,4.8
"Boa Vista do Buricá",4302204,6.4,6.5
"Boa Vista do Cadeado",4302220,0,5.5
"Boa Vista do Incra",4302238,5.6,5.6
"Bom Jesus",4302303,5.6,5
"Bom Princípio",4302352,6.2,6.7
"Bom Progresso",4302378,0,5.4
"Bom Retiro do Sul",4302402,6.7,5.8
"Boqueirão do Leão",4302451,6,6.1
"Bossoroca",4302501,5.1,5.7
"Bozano",4302584,0,5.5
"Braga",4302600,4.8,5.8
"Brochier",4302659,4.9,6.1
"Butiá",4302709,5.1,4.4
"Caçapava do Sul",4302808,5.3,5.4
"Cacequi",4302907,5.7,4.9
"Cachoeira do Sul",4303004,5.3,5.7
"Cachoeirinha",4303103,5.5,5.7
"Cacique Doble",4303202,5.8,4.7
"Caibaté",4303301,5.5,5.6
"Caiçara",4303400,6.7,5.8
"Camaquã",4303509,5.5,5.6
"Camargo",4303558,6,5.6
"Cambará do Sul",4303608,4.9,5.4
"Campestre da Serra",4303673,0,6.1
"Campina das Missões",4303707,6.7,6
"Campinas do Sul",4303806,7.8,5.6
"Campo Bom",4303905,6.7,6.3
"Campo Novo",4304002,5.5,5.5
"Campos Borges",4304101,6,5.3
"Candelária",4304200,5.7,5.1
"Cândido Godói",4304309,6.9,6.8
"Candiota",4304358,4.8,5
"Canela",4304408,5.3,5.6
"Canguçu",4304507,5.9,5.6
"Canoas",4304606,5.1,5.2
"Capão Bonito do Sul",4304622,5.8,4.4
"Capão da Canoa",4304630,5.1,5
"Capão do Cipó",4304655,5.4,5
"Capão do Leão",4304663,4.9,4.5
"Capivari do Sul",4304671,5.9,5
"Capela de Santana",4304689,5.2,4.9
"Capitão",4304697,6.5,6.1
"Carazinho",4304705,5.9,5.3
"Caraá",4304713,5.3,5.4
"Carlos Barbosa",4304804,6.8,5.9
"Casca",4304903,6.4,6.3
"Caseiros",4304952,5.6,4.6
"Catuípe",4305009,5.9,5.2
"Caxias do Sul",4305108,6,5.8
"Centenário",4305116,6.6,7.9
"Cerrito",4305124,5.1,4.4
"Cerro Branco",4305132,5.4,4.9
"Cerro Grande",4305157,0,6.9
"Cerro Grande do Sul",4305173,5.6,5.2
"Cerro Largo",4305207,6.2,5
"Chapada",4305306,6.6,5.8
"Charqueadas",4305355,5,5
"Chiapetta",4305405,6,5.8
"Chuí",4305439,4.9,4.5
"Chuvisca",4305447,5.5,5.5
"Cidreira",4305454,4.9,5.2
"Ciríaco",4305504,5.8,5.4
"Colinas",4305587,7,7.1
"Colorado",4305603,0,5.3
"Condor",4305702,5.9,6
"Constantina",4305801,6.5,5.8
"Coqueiros do Sul",4305850,0,5.9
"Coronel Barros",4305871,6.1,6
"Coronel Bicaco",4305900,4.7,4.6
"Cotiporã",4305959,5.9,6.3
"Coxilha",4305975,6.1,5.1
"Crissiumal",4306007,6.3,5.8
"Cristal",4306056,5.2,4.6
"Cristal do Sul",4306072,0,5.1
"Cruz Alta",4306106,5.3,5
"Cruzeiro do Sul",4306205,5.9,5.7
"David Canabarro",4306304,6.3,6.2
"Derrubadas",4306320,6.2,6
"Dezesseis de Novembro",4306353,0,5.6
"Dilermando de Aguiar",4306379,0,3.5
"Dois Irmãos",4306403,6.3,6.1
"Dois Irmãos das Missões",4306429,4.9,5.1
"Dois Lajeados",4306452,0,7.1
"Dom Feliciano",4306502,4.9,4.8
"Dom Pedrito",4306601,5.4,5.2
"Dona Francisca",4306700,4.9,5.3
"Doutor Maurício Cardoso",4306734,5.7,5.1
"Doutor Ricardo",4306759,0,5.6
"Eldorado do Sul",4306767,4.9,5.2
"Encantado",4306809,6.8,6
"Encruzilhada do Sul",4306908,5.3,5.5
"Engenho Velho",4306924,0,5
"Entre-Ijuís",4306932,5.8,5.6
"Entre Rios do Sul",4306957,0,6
"Erebango",4306973,5.3,4.7
"Erechim",4307005,6.4,5.9
"Ernestina",4307054,0,4.9
"Herval",4307104,4.9,5
"Erval Grande",4307203,6.5,5.4
"Erval Seco",4307302,6.1,5.8
"Esmeralda",4307401,5.1,4.8
"Esperança do Sul",4307450,0,5.2
"Espumoso",4307500,6.2,5.6
"Estação",4307559,6.7,5.9
"Estância Velha",4307609,6.3,5.9
"Esteio",4307708,5.4,5.6
"Estrela",4307807,6,6.2
"Estrela Velha",4307815,4.7,5.2
"Eugênio de Castro",4307831,4.5,5.8
"Fagundes Varela",4307864,6.4,6.2
"Farroupilha",4307906,6.8,6.4
"Faxinal do Soturno",4308003,6.4,5.7
"Faxinalzinho",4308052,4.9,5.1
"Fazenda Vilanova",4308078,5.9,5.1
"Feliz",4308102,6.3,5.8
"Flores da Cunha",4308201,6.3,6.4
"Floriano Peixoto",4308250,0,6.2
"Fontoura Xavier",4308300,5.9,5.3
"Formigueiro",4308409,5.3,5.1
"Forquetinha",4308433,6.6,5.5
"Fortaleza dos Valos",4308458,6,6
"Frederico Westphalen",4308508,6.4,6
"Garibaldi",4308607,6.5,5.8
"Garruchos",4308656,0,4.5
"Gaurama",4308706,6.6,5.2
"General Câmara",4308805,5.1,5
"Getúlio Vargas",4308904,6.5,5.6
"Giruá",4309001,6,5.2
"Glorinha",4309050,5.5,5.1
"Gramado",4309100,5.7,5.5
"Gramado Xavier",4309159,5.7,4.5
"Gravataí",4309209,5.2,5.5
"Guaíba",4309308,5.2,5.5
"Guaporé",4309407,6.3,6.1
"Guarani das Missões",4309506,6.4,5.1
"Harmonia",4309555,7.1,6.5
"Herveiras",4309571,0,5.5
"Horizontina",4309605,6.4,6
"Hulha Negra",4309654,4.7,5
"Humaitá",4309704,6.3,6.9
"Ibiaçá",4309803,6.4,6.4
"Ibiraiaras",4309902,6,5.6
"Ibirapuitã",4309951,5.4,4.7
"Ibirubá",4310009,6.1,6
"Igrejinha",4310108,6.3,6
"Ijuí",4310207,6.4,5.4
"Ilópolis",4310306,5.8,6.1
"Imbé",4310330,5.3,5.5
"Imigrante",4310363,0,6.7
"Independência",4310405,5.8,5.6
"Inhacorá",4310413,5.5,5.3
"Ipê",4310439,6.1,6.2
"Ipiranga do Sul",4310462,6.7,6.5
"Iraí",4310504,5.9,5
"Itaara",4310538,5.8,5.7
"Itacurubi",4310553,0,5.2
"Itapuca",4310579,0,5.1
"Itaqui",4310603,5.3,5.4
"Itati",4310652,0,5.6
"Itatiba do Sul",4310702,0,5.3
"Ivorá",4310751,0,6
"Ivoti",4310801,6.8,6
"Jaboticaba",4310850,5.8,5.5
"Jacuizinho",4310876,5.9,4.3
"Jacutinga",4310900,6.3,5.8
"Jaguarão",4311007,5,5.3
"Jaguari",4311106,5.9,5.3
"Jaquirana",4311122,5,5.2
"Jari",4311130,0,5.4
"Jóia",4311155,5.7,6.4
"Júlio de Castilhos",4311205,5.8,5.4
"Lagoão",4311254,6.7,5.6
"Lagoa dos Três Cantos",4311270,7.2,NA
"Lagoa Vermelha",4311304,5.8,5.6
"Lajeado",4311403,6.1,5.9
"Lajeado do Bugre",4311429,0,5.2
"Lavras do Sul",4311502,4.3,4.8
"Liberato Salzano",4311601,0,5.3
"Lindolfo Collor",4311627,6.1,5.8
"Machadinho",4311700,5.7,5.8
"Maçambara",4311718,4.4,5.4
"Mampituba",4311734,5.9,5.3
"Manoel Viana",4311759,5.1,5.2
"Maquiné",4311775,5.2,5.5
"Marau",4311809,6.2,6
"Marcelino Ramos",4311908,6.1,5.6
"Mariana Pimentel",4311981,5.9,5.2
"Mariano Moro",4312005,0,6.6
"Marques de Souza",4312054,6.7,6.1
